"","lon","lat","O3","HCHO","NO2"
"44",115.5223,38.8957,180.516129032258,19881140571854960,9447804180449736
"45",115.4713,38.9108,181.387096774194,20666300433347924,9055674727758150
"46",115.4612,38.8416,176.483870967742,20384644192416672,10337700905479012
"47",115.442,38.8756,192,20384644192416672,10337700905479012
"48",115.5214,38.8707,186.870967741935,19881140571854960,9447804180449736
"49",114.8985,40.8367,150.838709677419,15041234758504002,4656817424097898
"50",114.8814,40.8115,145.806451612903,15041234758504002,4656817424097898
"51",114.9032,40.7688,149.677419354839,13624443522708566,6177339523177079
"52",114.904,40.8725,144.161290322581,14774550634665084,4062537092551316
"53",117.9664,40.9161,132.612903225806,19779413921830956,6119598177292877
"54",117.9525,40.9843,138.935483870968,19779413921830956,6119598177292877
"55",117.963,40.9359,144.258064516129,19779413921830956,6119598177292877
"56",117.8184,40.9733,142.096774193548,18754299208494472,7870259597548159
"57",117.9384,41.0112,58.741935483871,16085608116519486,4769462082462548
"58",116.6838,39.5178,170.290322580645,19385438901357096,6631223687719555
"59",116.7729,39.5747,173.967741935484,21903559510626152,7422657168289642
"60",116.7464,39.5343,182.967741935484,21903559510626152,7422657168289642
"61",116.8854,38.2991,166.903225806452,21521675965234536,7434959388531330
"62",116.8584,38.3254,169.129032258065,19158646200137944,8766139070760867
"63",116.8709,38.3228,157.548387096774,19158646200137944,8766139070760867
"64",115.6951,37.7575,168.258064516129,19806575746057684,6068051988360990
"65",115.6426,37.7379,174.354838709677,19806575746057684,6068051988360990
"66",114.4821,37.0967,198.258064516129,19753531947245860,11847811307604584
"67",114.5261,37.0533,188.41935483871,19691030058249848,10700512520330086
"68",114.5331,37.0964,187.774193548387,19691030058249848,10700512520330086
"69",114.4854,37.062,211.516129032258,19753531947245860,11847811307604584
"70",112.522,37.8873,185.677419354839,17281036478562664,14166803710575344
"71",112.434,38.0108,183.483870967742,14843989594400422,9537651456520962
"72",112.469,37.7124,181.032258064516,21256420400591076,9761761258927292
"73",112.5583,37.7394,189.129032258065,20565185806346592,11177180390511748
"74",112.5369,37.8692,187.193548387097,17281036478562664,14166803710575344
"75",112.57,37.8195,190.677419354839,17281036478562664,14166803710575344
"76",112.549,37.9854,176.741935483871,18901833540571128,18748715055803496
"77",112.488,37.7805,183.258064516129,21256420400591076,9761761258927292
"78",111.651,40.7579,145.322580645161,14375246159320784,5808957296360268
"79",111.658,40.8033,138.645161290323,12606825203536448,8686613159757428
"80",111.659,40.8452,150.806451612903,12606825203536448,8686613159757428
"81",111.608,40.8144,154.032258064516,12606825203536448,8686613159757428
"82",111.751,40.8369,139.322580645161,13125056694802858,7226578116261717
"83",111.7277,40.8062,144.612903225806,13125056694802858,7226578116261717
"84",111.551,40.7866,137,12510972595975304,6642334587358060
"85",111.717,40.7612,133.225806451613,12885438764216038,6178697150642618
"86",123.6836,41.9339,146.838709677419,18700056298451160,8120952472117101
"87",123.535,41.7561,152.451612903226,18558716898714748,10652210798125650
"88",123.439,41.7089,154.483870967742,16849266047757810,11564736276366212
"89",123.542,41.8336,163.806451612903,18647234794912612,11273570684627668
"90",123.428,41.8472,140.064516129032,17779167031768296,16692492065915206
"91",123.41,41.765,153.903225806452,16849266047757810,11564736276366212
"92",123.478,41.7775,142.032258064516,16849266047757810,11564736276366212
"93",123.3997,41.7972,146.322580645161,17675350922268952,11753542711524814
"94",123.3783,41.9228,144.612903225806,17203274128037898,9432125606616812
"95",121.61194444,38.973888889,120.741935483871,13971981122232070,10767333849907602
"96",121.565,38.951111111,132.967741935484,14504293604257944,8771038367878068
"97",121.56388889,38.885,131.290322580645,13060920150790028,6334774882324047
"98",121.63305556,38.911944444,139.225806451613,13971981122232070,10767333849907602
"99",121.625,38.863888889,139,14322425820610920,8270535786861427
"100",121.51805556,38.856111111,140.129032258065,13060920150790028,6334774882324047
"101",121.25888889,38.808055556,139.870967741935,12293688318271922,4184584029060726
"102",121.7481,39.1311,138.677419354839,14011232613300532,5942675538390554
"103",121.7769,39.0511,136.612903225806,13815014961365550,8286737332751640
"104",121.9769,39.0631,129.096774193548,11855824923492866,4893642601198123
"105",125.323,43.9167,117.677419354839,17320201962435274,10082738053326986
"106",125.287,43.91,109.129032258065,15239045113967412,10852864269237254
"107",125.2786,43.84,114.193548387097,16649752205554000,10898447527709990
"108",125.3649,43.8748,111.225806451613,17044201042615638,10201364928921224
"109",125.325,43.8694,119.387096774194,17044201042615638,10201364928921224
"110",125.454,43.7878,116.935483870968,17350725044022892,5061606068872773
"111",125.633,43.55,114.161290322581,16221327468408334,4523398770789237
"112",125.417,43.8667,125.967741935484,16638455871609904,6615829080588671
"113",125.25,43.8167,121.41935483871,16649752205554000,10898447527709990
"114",125.217,43.85,129.225806451613,16649752205554000,10898447527709990
"115",126.542,45.755,114.483870967742,16702854457010032,9426533675792054
"116",126.561,45.8167,95.7096774193548,16677765319177226,7927491272140122
"117",126.979,45.5422,101.709677419355,17271830985875912,4018660859551480
"118",126.599,45.7222,107.903225806452,16702854457010032,9426533675792054
"119",126.689,45.7733,106.096774193548,15507944815283864,9763507537206290
"120",126.635,45.7667,101.806451612903,15507944815283864,9763507537206290
"121",126.685,45.7319,98.6451612903226,15507944815283864,9763507537206290
"122",126.646,45.7258,113.806451612903,15507944815283864,9763507537206290
"123",126.593,45.7478,103.935483870968,16702854457010032,9426533675792054
"124",126.615,45.61,105.483870967742,16440625176578550,9768441053387198
"125",126.6106,45.9819,118.258064516129,16069142147520284,6245949351723499
"126",126.6206,45.6842,104.290322580645,16440625176578550,9768441053387198
"127",121.4,31.238,116.354838709677,17794042577875802,13244593092937476
"128",121.478,31.2036,121.516129032258,19507283398779008,13025262437008792
"129",121.467,31.3008,118.354838709677,17995207616187204,16704023552874670
"130",121.412,31.1654,123.129032258065,19533194498972568,10855813996330676
"131",121.536,31.2659,116.741935483871,19229091859376272,11985748486456900
"132",120.978,31.0935,122.290322580645,17325210746613558,4904711151244652
"133",121.425,31.2261,126.032258064516,19507283398779008,13025262437008792
"134",121.703,31.1907,119.903225806452,14131834389799804,7257563947287008
"135",121.533,31.2284,117.41935483871,19229091859376272,11985748486456900
"136",121.577,31.2071,115.645161290323,19229091859376272,11985748486456900
"137",118.803,32.1083,146.290322580645,20422667382807420,10061399896835950
"138",118.749,32.0572,154.935483870968,20160343342659604,9760662791682332
"139",118.778,32.0723,132.096774193548,20160343342659604,9760662791682332
"140",118.777,32.0144,149.032258064516,20160343342659604,9760662791682332
"141",118.803,32.0314,152.161290322581,21177214722313252,8018361368885280
"142",118.795,32.0775,150.064516129032,20160343342659604,9760662791682332
"143",118.626,32.0878,150.41935483871,20227539999955240,7834764201587876
"144",118.737,32.0092,157.806451612903,20160343342659604,9760662791682332
"145",118.907,32.105,151.58064516129,23359425485236448,9170100783364648
"146",120.561,31.2472,135.064516129032,17503934792312210,6670171335686686
"147",120.628,31.2864,125.806451612903,19105052540674988,6944357250851298
"148",120.591,31.3019,136.193548387097,17962586972909604,7885594550328210
"149",120.596,31.3264,133.516129032258,17962586972909604,7885594550328210
"150",120.613,31.2703,135.935483870968,19105052540674988,6944357250851298
"151",120.543,31.2994,128.741935483871,17503934792312210,6670171335686686
"152",120.669,31.3097,124.161290322581,18952506717494576,8645912033342811
"153",120.641,31.3708,127.903225806452,18952506717494576,8645912033342811
"154",120.913,31.96,135.129032258065,18499477306268380,10139556333207680
"155",120.86,32.0005,133.096774193548,16145228113918590,12442837067701218
"156",120.87,32.02,129.903225806452,16145228113918590,12442837067701218
"157",120.94,31.93,120.483870967742,18499477306268380,10139556333207680
"158",120.81,32.0417,138.322580645161,16145228113918590,12442837067701218
"159",119.176,34.5885,143.677419354839,16220215976775138,4485681085558517
"160",117.167,34.2761,152.451612903226,17873292037385022,6858564374446429
"161",117.192,34.2417,155.032258064516,17873292037385022,6858564374446429
"162",117.256,34.2153,156,18141689056360064,6337576466342887
"163",117.244,34.2911,144.967741935484,18141689056360064,6337576466342887
"164",117.2933,34.2778,132.193548387097,18141689056360064,6337576466342887
"165",119.389,32.3761,164.548387096774,21278549696788180,7837527531545028
"166",120.269,31.4867,147.935483870968,19280427919784452,6439753604811089
"167",120.275,31.6219,136.41935483871,19350097238541656,10047669658361298
"168",120.294,31.56,151.064516129032,16747298088922524,9476579506702374
"169",120.242,31.5031,138.290322580645,16747298088922524,9476579506702374
"170",120.354,31.5848,132.193548387097,18150492016220284,10651724644750376
"171",120.354,31.5475,142.58064516129,18150492016220284,10651724644750376
"172",120.245,31.5631,142.774193548387,16747298088922524,9476579506702374
"173",120.288,31.6842,143.838709677419,19350097238541656,10047669658361298
"174",119.996,31.7586,147.548387096774,18093665646813104,9007387525669538
"175",119.935,31.7039,154.161290322581,18093665646813104,9007387525669538
"176",119.905,31.9108,147.41935483871,19648738403888180,10559397372210644
"177",119.68,32.1883,125,19632175713602496,7762493301646387
"178",119.491,32.215,146.387096774194,18568930475748460,8560979176464485
"179",119.43,32.1319,152.645161290323,19712526012089400,6312228107257656
"180",119.9,32.4867,143.612903225806,17311218634299326,5841414232430502
"181",119.9219,32.4611,137.548387096774,18249764194070224,5493325296647619
"182",119.888,32.4639,142.193548387097,17311218634299326,5841414232430502
"183",119.036,33.5981,126.483870967742,16580486439052576,5873061653851105
"184",119.007,33.575,143.935483870968,16580486439052576,5873061653851105
"185",118.989,33.6067,132.741935483871,17203524274290242,5527753444425695
"186",119.135,33.5039,138.129032258065,16312804405217076,5025849086302365
"187",119.0122,33.627,153.709677419355,17891554106499334,6021883015048210
"188",120.118,33.4022,131.612903225806,15757865547315700,4828883315891133
"189",120.156,33.3942,133.41935483871,13905441126246182,5003430975745262
"190",120.225,33.3947,133.709677419355,15139752110422432,4769213323663648
"191",118.293,33.9528,146.709677419355,16742942931643032,4844915057631429
"192",118.2442,33.9592,149.645161290323,16742942931643032,4844915057631429
"193",120.211,30.21,125.838709677419,17156290035303018,8362668634884812
"194",120.063,30.2747,127.193548387097,18273169565642492,6234014956636718
"195",119.026,29.635,90.2903225806452,15739743888204392,1555465906987577
"196",120.348,30.3058,137.129032258065,16336266568513908,6462458654962799
"197",120.127,30.2456,118.096774193548,17711932105878988,8231369875662618
"198",120.19,30.2692,139.354838709677,17711932105878988,8231369875662618
"199",120.157,30.2897,121.709677419355,17711932105878988,8231369875662618
"200",120.12,30.3119,124.548387096774,18865461972656604,8469934937860738
"201",120.301,30.4183,139.645161290323,16593354996730198,5838019777557749
"202",120.27,30.1819,124.258064516129,17548343181356000,6677254734890630
"203",120.088,30.1808,126.41935483871,17864839566065330,4880565982082968
"204",121.836,29.9108,88.741935483871,12902205588584380,7405915634794220
"205",121.56,29.8208,100.451612903226,14224543759278832,5891783718931649
"206",121.713,29.9572,98.5806451612903,15518026748035108,8927445184898013
"207",121.554,29.8906,103.193548387097,14224543759278832,5891783718931649
"208",121.633,29.7736,95.5806451612903,14330109738070428,3029185348978029
"209",121.586,29.8633,96.4193548387097,14224543759278832,5891783718931649
"210",121.524,29.8506,97.0967741935484,14224543759278832,5891783718931649
"211",120.634,28.0089,76.0322580645161,14765565177764636,4209866918837115
"212",120.677,27.9939,79.1290322580645,17109755125620208,4581543892104853
"213",120.76,27.9747,71.3225806451613,14487797537158772,4158809032609796
"214",120.671,28.0167,74.5483870967742,14765565177764636,4209866918837115
"215",120.598,30.0911,100.451612903226,18352440302841852,4776040359220284
"216",120.605,29.9919,105.41935483871,16706328216544440,4037055303714139
"217",120.07,30.8244,131.258064516129,18810990961142664,5090966284398104
"218",120.744,30.7946,140.838709677419,16395613485616490,5448721252879761
"219",120.726,30.7478,117.903225806452,16395613485616490,5448721252879761
"220",121.273,28.6459,74.7096774193548,15250929143689394,4036573280657394
"221",121.419,28.6542,76.6129032258064,12330542363965302,3462010461921046
"222",121.377,28.5773,77.1290322580645,14095205887650312,3759216833486053
"223",122.122,30.0203,80.4838709677419,12022803319728192,3681266266842759
"224",122.3094,29.9558,90.2903225806452,11549704044115380,2420967262910209
"225",122.19,29.9944,95.3548387096774,12086896603663660,5573930563296829
"226",119.647,29.077,101,16519512547164330,3099678968298758
"227",119.686,29.1029,101.258064516129,15767783522416108,4866705372370688
"228",118.871,28.9404,92.7741935483871,17735625929183982,4138983278739274
"229",118.871,28.9664,91.7741935483871,17735625929183982,4138983278739274
"230",118.855,28.9745,101.741935483871,17735625929183982,4138983278739274
"231",119.914,28.4514,73.3548387096774,13539076219765026,1889110090296016
"232",119.93,28.4586,76.5161290322581,13539076219765026,1889110090296016
"233",119.879,28.4231,69.7096774193548,13457033484879198,2218082808806929
"234",117.196,31.7848,125.677419354839,17812483552758900,4988744189541404
"235",117.307,31.8766,133.612903225806,17482561590198722,6823843055037664
"236",117.259,31.8706,140.806451612903,17860425222486040,7793650225668552
"237",117.16,31.9051,154.225806451613,17370128177852966,5006507794092783
"238",117.25,31.8572,136.483870967742,17860425222486040,7793650225668552
"239",117.266,31.9438,134.58064516129,18320950630822000,6642826216097478
"240",117.336,31.8585,137.645161290323,17482561590198722,6823843055037664
"241",117.302,31.7956,128.774193548387,18684738075240000,5583349919440445
"242",117.278,31.7386,130.838709677419,16940170185360496,5915012832827570
"243",117.124,31.8516,144.806451612903,17953558692655726,6700651992666947
"244",119.389,26.0542,92.7096774193548,12788505422702090,4650737953741617
"245",119.303,26.0392,86.6451612903226,12788505422702090,4650737953741617
"246",119.299,26.1092,90.8709677419355,14473155893728256,3494198019513188
"247",119.268,26.0797,93,14062375368009496,4478649652684756
"248",119.315,26.0753,88.1612903225806,12788505422702090,4650737953741617
"249",118.15694444,24.818055556,88.1935483870968,12100588847490318,1838469181167487
"250",118.15138889,24.476666667,72.8387096774194,12577958658849246,6870967574035168
"251",118.06361111,24.445833333,67.3548387096774,13957764810517008,7978481002874789
"252",115.893,28.6844,112.612903225806,14967155740513840,5445746371020315
"253",115.8886,28.6839,99.5483870967742,14967155740513840,5445746371020315
"254",115.813,28.7442,109.58064516129,14964517146296094,4399920225651436
"255",115.973,28.6969,110.741935483871,16074985385251608,5150140784447671
"256",115.852,28.6869,107.612903225806,14967155740513840,5445746371020315
"257",115.892,28.6425,112.612903225806,14967155740513840,5445746371020315
"258",115.742,28.7994,97.9354838709677,16814207263569064,2931339805923503
"259",115.931,28.6844,96.7096774193548,16074985385251608,5150140784447671
"260",116.988,36.6114,189.322580645161,21720788280305308,11004185548230596
"261",116.93,36.67,176.709677419355,21720788280305308,11004185548230596
"262",117.114,36.6739,198.935483870968,21312607979549304,10002018419215978
"263",116.989,36.6872,179.709677419355,21720788280305308,11004185548230596
"264",117.0684,36.6868,200.451612903226,21667976481553560,12223159495638882
"265",116.943,36.6489,197.322580645161,21720788280305308,11004185548230596
"266",117.049,36.6622,194.032258064516,21667976481553560,12223159495638882
"267",116.734,36.5336,178.806451612903,22064443793062420,6521476672282262
"268",120.6659,36.2403,137.774193548387,15865830450560738,4245270759954571
"269",120.3905,36.1851,136.548387096774,13744646039276010,8610903324377375
"270",120.3471,36.0699,95.6774193548387,13540910924483072,7366551809265286
"271",120.4134,36.0654,128.709677419355,13597517309492386,6437046404973761
"272",120.3664,36.1032,126.709677419355,13744646039276010,8610903324377375
"273",120.2992,36.0543,127.903225806452,15447320101721330,7797835145239563
"274",120.4587,36.0851,132.709677419355,13597517309492386,6437046404973761
"275",120.1964,36.3083,140.870967741935,19543656383483772,6320484772019493
"276",120.4001,36.2403,139.032258064516,15901897459173184,6866980327230715
"277",113.681,34.7545,177.161290322581,22838143396278524,10554869660897080
"278",113.641,34.7745,186.032258064516,22838143396278524,10554869660897080
"279",113.675,34.8019,184.483870967742,22284630946140920,8598361679069388
"280",113.564,34.802,182.903225806452,20424511533786852,8365173743225908
"281",113.727,34.7187,79.7741935483871,22579610681397232,9163664881797414
"282",113.734,34.719,167.741935483871,22579610681397232,9163664881797414
"283",113.5991,34.7496,153.806451612903,21187679250590032,9439887592296900
"284",113.6356,34.7538,166.838709677419,22838143396278524,10554869660897080
"285",113.6113,34.9162,156.806451612903,20197233491389980,6014676901152328
"286",114.3672,30.5719,136.645161290323,20434244172001076,10508192694448296
"287",114.2511,30.5514,130.322580645161,20973390314863820,11264758770730758
"288",114.2836,30.6197,137.935483870968,19258492290957476,10213434323845986
"289",114.3006,30.5494,137.935483870968,20434244172001076,10508192694448296
"290",114.4272,30.6103,135.258064516129,20007165110257084,12253428640116948
"291",114.1525,30.4753,133.548387096774,18241848860139564,7189288239738142
"292",114.3008,30.5947,114.322580645161,20434244172001076,10508192694448296
"293",114.2131,30.6414,135.709677419355,19258492290957476,10213434323845986
"294",113.8531,30.2997,130.387096774194,16613503289889290,3174944249784178
"295",113.0833,28.2325,124.483870967742,16857976875172644,5102311429484318
"296",112.8872,28.2189,111.290322580645,16870809418622710,3635287932484671
"297",113.0792,28.2053,131.064516129032,16857976875172644,5102311429484318
"298",112.9394,28.19,118.225806451613,18188181411874816,4718851151734701
"299",112.9956,28.1442,119.967741935484,18188181411874816,4718851151734701
"300",112.9792,28.2597,117.129032258065,16316964285450560,4789185068852216
"301",113.0014,28.1944,112.451612903226,18746017888016752,4311527187956872
"302",112.9844,28.1178,127.451612903226,18188181411874816,4718851151734701
"303",112.8908,28.1308,114.903225806452,18261478423503548,3690961069849510
"304",112.9958,28.3586,120.774193548387,17277166283549368,4058185208395272
"305",113.235,23.1422,93.8064516129032,21674877742009884,8016245780022347
"306",113.261,23.105,110.096774193548,21674877742009884,8016245780022347
"307",113.348,23.0916,97.5161290322581,21384313228000160,7453279290833027
"308",113.433,23.105,97.5483870967742,21863374631815768,7230329929442599
"309",113.352,22.9477,107.193548387097,20254622028457400,6007979867643308
"310",113.215,23.3917,103.064516129032,20752807620954576,5851446929769092
"311",113.26,23.1331,112.935483870968,21674877742009884,8016245780022347
"312",113.568,23.2783,92.1290322580645,19239840262372836,4926031868129494
"313",113.281,23.1569,89.0967741935484,21674877742009884,8016245780022347
"314",113.589,23.5538,96.5483870967742,18487036408609312,3313726748162578
"315",114.1063,22.5545,75.6451612903226,18008014070010522,8903399350049247
"316",114.117,22.5625,81.4838709677419,18008014070010522,8903399350049247
"317",113.987,22.5417,75.9032258064516,15012095059606728,7620218152203591
"318",113.9181,22.5171,64.8709677419355,15012095059606728,7620218152203591
"319",114.263,22.5908,74.8387096774194,17255649923026172,5075562122466284
"320",114.24,22.7267,65.258064516129,15911679677445840,6519612364007498
"321",113.891,22.5794,67.2258064516129,14564685605460730,6591285263240336
"322",114.494,22.5422,59.1290322580645,11170619652370430,3863873298866577
"323",114.41,22.6342,68.5806451612903,15014927744561644,4405314928704488
"324",114.297,22.5978,72.2903225806452,17255649923026172,5075562122466284
"325",114.085,22.75,78.1612903225806,21291069975902768,5983586101834064
"326",113.574,22.2611,67.258064516129,12321493345308866,3594845822758371
"327",113.495,22.2294,65.4516129032258,12338131769498742,2237087978557548
"328",113.628,22.4251,63.2258064516129,14474529531043058,5253492842901438
"329",113.299,22.2281,70.6451612903226,12481735473077810,1622512816298484
"330",113.134,23.0048,96.4838709677419,23929167641503640,8533239860106912
"331",113.105,23.0395,96.6774193548387,23929167641503640,8533239860106912
"332",113.144,23.0467,96.5161290322581,23929167641503640,8533239860106912
"333",113.292,22.8054,93.6774193548387,20088806920737148,5841974498927360
"334",113.257,22.7629,85.9032258064516,18886648615272280,5959654769878647
"335",112.844,22.8693,95.2903225806452,18217729779252596,2961905071221164
"336",112.885,23.1572,85.4838709677419,19873010331859248,5450686822060308
"337",112.863,23.1886,92.5161290322581,19873010331859248,5450686822060308
"338",113.3769,22.5211,79.1612903225806,18580501601970380,3739135008435224
"339",113.3881,22.5497,79.5483870967742,18580501601970380,3739135008435224
"340",113.4075,22.5111,86.6451612903226,19450344434383644,3685166870385964
"341",113.4411,22.4853,89.8387096774194,15990466181211652,1906086492225258
"342",113.104,22.6069,81.9677419354839,19240022573099848,5527843752751276
"343",113.074,22.5811,84.6129032258064,14064113592047392,3362375857003052
"344",113.024,22.5328,81.4516129032258,14064113592047392,3362375857003052
"345",113.0819,22.5931,85.3548387096774,14064113592047392,3362375857003052
"346",113.7819444,23.05361111,98.741935483871,18760675330354612,8555760478778286
"347",113.7461111,23.02777778,121.451612903226,18760675330354612,8555760478778286
"348",113.7480556,23.06,115.935483870968,18760675330354612,8555760478778286
"349",113.7944444,23.01277778,104.709677419355,18760675330354612,8555760478778286
"350",113.7383333,22.96583333,96.5161290322581,17121234272132060,5617880571049131
"351",114.4183,23.0528,82.3225806451613,17025467169754228,2967559460736634
"352",114.4053,23.08,87.8709677419355,17025467169754228,2967559460736634
"353",114.4103,23.1142,102.161290322581,17944933665543622,3319272026667333
"354",114.3244,22.8172,78.1935483870968,15045416533282968,3786264485107282
"355",114.5317,22.7422,77.5806451612903,16512040253864268,3113469902751509
"356",112.427,23.0706,88.9354838709677,18649962201726196,2297680051468295
"357",112.471,23.0528,90.4516129032258,18649962201726196,2297680051468295
"358",112.565,23.1617,98.3225806451613,16889379632346548,1963569613670387
"359",112.4722,23.0786,81.3225806451613,18649962201726196,2297680051468295
"360",108.301,22.7875,68.7096774193548,16879970060791794,2581984135980265
"361",108.316,22.8561,83.7741935483871,19236490149414700,4297695941050557
"362",108.321,22.8225,76.4838709677419,19236490149414700,4297695941050557
"363",108.383,22.805,84.6451612903226,19236490149414700,4297695941050557
"364",108.439,22.7906,74.9032258064516,18190809089952544,1905538849054608
"365",108.239,22.8464,83.3548387096774,17943179408555538,3168901532765973
"366",108.328,22.735,67.6129032258064,16879970060791794,2581984135980265
"367",108.244,22.7833,72.6129032258064,17766846397221224,2513558759238963
"368",110.576,19.9507,59.0645161290323,12467172000953876,1938935923851908
"369",110.3232,20.0574,71.0967741935484,14014998997113068,3962225723755455
"370",110.283,20.0053,71.6129032258064,12514796497187334,3935178838611249
"371",110.338,19.9969,78.7096774193548,11766392572285454,3398368670623393
"372",110.33,20.0356,68.0967741935484,14014998997113068,3962225723755455
"373",106.379,29.8272,141.838709677419,19393304503453620,4184226464146643
"374",106.424,29.8264,121.935483870968,19342098010641100,5395748055060631
"375",106.626,29.7228,107.129032258065,18630387703100352,5649456977673511
"376",106.296,29.5983,135.354838709677,22886043427466372,6007828905797632
"377",106.54,29.5186,129.774193548387,21439637421362340,9428111329686470
"378",106.65,29.6219,128.548387096774,18218788515528796,6674734545281358
"379",106.634,29.4892,118.741935483871,18566333071081220,4948811006782371
"380",106.364,29.4822,124.451612903226,19956042907635004,6548921141956502
"381",106.617,29.7125,127.935483870968,18630387703100352,5649456977673511
"382",106.468,29.4892,115.806451612903,19576641877619628,8094842311370351
"383",106.562,29.6453,118.193548387097,20155507798269700,9347608066747640
"384",106.452,29.709,115.322580645161,20093533960261840,7167306962059028
"385",106.513,29.389,128.161290322581,20126794027070988,4733589419879155
"386",103.97275,30.72358333,140.774193548387,19110785322954052,6946230815241906
"387",104.176,30.6872,132.161290322581,20834937681809620,8505354921892637
"388",104.079,30.5706,101.032258064516,19076751240412944,9312583966171214
"389",104.1113889,30.63,100.645161290323,20834937681809620,8505354921892637
"390",104.054,30.6578,109.096774193548,20717208483584820,12939111585857570
"391",103.613,31.0283,130,10864677606505414,2789105597143335
"392",106.6856,26.6029,68.1935483870968,11099896107818828,3256606194639251
"393",106.6971,26.5689,68.4838709677419,10544947411502988,2673732911927970
"394",106.6243,26.6266,66.4838709677419,11099896107818828,3256606194639251
"395",106.7487,26.6343,76.8709677419355,10051007743869830,2444114256368507
"396",106.6554,26.4364,73.741935483871,9748154951899960,1673738806041784
"397",106.6948,26.5155,70.6774193548387,10544947411502988,2673732911927970
"398",106.7105,26.6009,65.3870967741936,10051007743869830,2444114256368507
"399",106.7164,26.5697,81.8064516129032,8919267668412054,1829874227875055
"400",106.6867,26.5495,68.2258064516129,10544947411502988,2673732911927970
"401",102.821,24.8885,81.2903225806452,8027880038027000,2138874507475859
"402",102.625,24.9624,83.1935483870968,9633607367566036,3499089569804772
"403",102.728,25.0836,75.741935483871,9622229510931476,4678218469590904
"404",102.722,25.0405,66.5806451612903,9622229510931476,4678218469590904
"405",102.681,25.067,74.3548387096774,9773236951060958,4457701275816776
"406",102.638,25.0359,62.3870967741936,9773236951060958,4457701275816776
"407",91.1319,29.6514,106.032258064516,4312972818595525,2535610256356826
"408",91.1221,29.6747,104.645161290323,4312972818595525,2535610256356826
"409",91.0874,29.6475,101.483870967742,3966017026300166,2727587649735148
"410",91.1774,29.6541,111.935483870968,4312972818595525,2535610256356826
"411",90.9798,29.6588,102.548387096774,3413641078585195,2182994642609838
"412",91.0834,29.6292,110.774193548387,3966017026300166,2727587649735148
"413",108.882,34.2749,171.548387096774,20581033391040480,9015690355826676
"414",108.993,34.2629,162.483870967742,20031598418698188,9500105104798180
"415",109.06,34.2572,155.645161290323,17450923917900386,9274341338144300
"416",108.94,34.2324,157.774193548387,20031598418698188,9500105104798180
